Vardas              Pavardess           Galutinis vidurkis  Galutine mediana    
Vardas1515          Pavarde1515         2.20                3.00                
Vardas5605          Pavarde5605         2.20                4.00                
Vardas4465          Pavarde4465         2.20                3.00                
Vardas9789          Pavarde9789         2.20                3.00                
Vardas362           Pavarde362          2.20                4.00                
Vardas1035          Pavarde1035         2.20                3.00                
Vardas1561          Pavarde1561         2.20                3.00                
Vardas583           Pavarde583          2.20                3.00                
Vardas7680          Pavarde7680         2.20                5.00                
Vardas3315          Pavarde3315         2.20                4.00                
Vardas4989          Pavarde4989         2.20                3.00                
Vardas4260          Pavarde4260         2.20                2.00                
Vardas5257          Pavarde5257         2.20                5.00                
Vardas5716          Pavarde5716         2.24                3.00                
Vardas9653          Pavarde9653         2.24                2.00                
Vardas9602          Pavarde9602         2.24                2.00                
Vardas7588          Pavarde7588         2.24                3.00                
Vardas4391          Pavarde4391         2.28                4.00                
Vardas4941          Pavarde4941         2.28                4.00                
Vardas6128          Pavarde6128         2.28                3.00                
Vardas8879          Pavarde8879         2.28                3.00                
Vardas6030          Pavarde6030         2.28                5.00                
Vardas8046          Pavarde8046         2.28                4.00                
Vardas117           Pavarde117          2.28                4.00                
Vardas5868          Pavarde5868         2.28                2.00                
Vardas3920          Pavarde3920         2.28                2.00                
Vardas4430          Pavarde4430         2.28                3.00                
Vardas7818          Pavarde7818         2.28                5.00                
Vardas5057          Pavarde5057         2.28                4.00                
Vardas1721          Pavarde1721         2.28                3.00                
Vardas3276          Pavarde3276         2.28                4.00                
Vardas8591          Pavarde8591         2.28                4.00                
Vardas5164          Pavarde5164         2.28                4.00                
Vardas4232          Pavarde4232         2.28                5.00                
Vardas5208          Pavarde5208         2.28                3.00                
Vardas9745          Pavarde9745         2.28                3.00                
Vardas9201          Pavarde9201         2.28                5.00                
Vardas2959          Pavarde2959         2.28                4.00                
Vardas1408          Pavarde1408         2.28                3.00                
Vardas5330          Pavarde5330         2.28                5.00                
Vardas2751          Pavarde2751         2.28                4.00                
Vardas9092          Pavarde9092         2.28                4.00                
Vardas9217          Pavarde9217         2.28                3.00                
Vardas9875          Pavarde9875         2.28                3.00                
Vardas2206          Pavarde2206         2.28                4.00                
Vardas4304          Pavarde4304         2.28                4.00                
Vardas5460          Pavarde5460         2.28                3.00                
Vardas7467          Pavarde7467         2.28                4.00                
Vardas9109          Pavarde9109         2.28                2.00                
Vardas9976          Pavarde9976         2.28                4.00                
Vardas7466          Pavarde7466         2.28                4.00                
Vardas7377          Pavarde7377         2.28                4.00                
Vardas7359          Pavarde7359         2.28                4.00                
Vardas2923          Pavarde2923         2.28                4.00                
Vardas1141          Pavarde1141         2.28                4.00                
Vardas1986          Pavarde1986         2.28                4.00                
Vardas6188          Pavarde6188         2.28                3.00                
Vardas7232          Pavarde7232         2.28                4.00                
Vardas4186          Pavarde4186         2.28                3.00                
Vardas8972          Pavarde8972         2.28                3.00                
Vardas5774          Pavarde5774         2.28                4.00                
Vardas1087          Pavarde1087         2.28                4.00                
Vardas548           Pavarde548          2.32                3.00                
Vardas7963          Pavarde7963         2.32                2.00                
Vardas416           Pavarde416          2.32                1.00                
Vardas2531          Pavarde2531         2.32                2.00                
Vardas5486          Pavarde5486         2.32                2.00                
Vardas4532          Pavarde4532         2.36                4.00                
Vardas2568          Pavarde2568         2.36                5.00                
Vardas7881          Pavarde7881         2.36                4.00                
Vardas4840          Pavarde4840         2.36                3.00                
Vardas5251          Pavarde5251         2.36                4.00                
Vardas3943          Pavarde3943         2.36                4.00                
Vardas1313          Pavarde1313         2.36                3.00                
Vardas2351          Pavarde2351         2.36                3.00                
Vardas4361          Pavarde4361         2.36                2.00                
Vardas134           Pavarde134          2.36                5.00                
Vardas8409          Pavarde8409         2.36                3.00                
Vardas3995          Pavarde3995         2.36                2.00                
Vardas865           Pavarde865          2.36                5.00                
Vardas1553          Pavarde1553         2.36                2.00                
Vardas3185          Pavarde3185         2.36                4.00                
Vardas6410          Pavarde6410         2.36                4.00                
Vardas4490          Pavarde4490         2.36                6.00                
Vardas1674          Pavarde1674         2.36                4.00                
Vardas929           Pavarde929          2.36                4.00                
Vardas2555          Pavarde2555         2.36                2.00                
Vardas7384          Pavarde7384         2.36                5.00                
Vardas4403          Pavarde4403         2.36                3.00                
Vardas4047          Pavarde4047         2.36                4.00                
Vardas7171          Pavarde7171         2.36                4.00                
Vardas3767          Pavarde3767         2.36                4.00                
Vardas4737          Pavarde4737         2.36                5.00                
Vardas9010          Pavarde9010         2.36                4.00                
Vardas913           Pavarde913          2.36                2.00                
Vardas4101          Pavarde4101         2.36                5.00                
Vardas9483          Pavarde9483         2.36                4.00                
Vardas837           Pavarde837          2.36                4.00                
Vardas3663          Pavarde3663         2.36                4.00                
Vardas3486          Pavarde3486         2.36                6.00                
Vardas5087          Pavarde5087         2.36                5.00                
Vardas6953          Pavarde6953         2.36                5.00                
Vardas1523          Pavarde1523         2.36                4.00                
Vardas5734          Pavarde5734         2.36                5.00                
Vardas4108          Pavarde4108         2.36                5.00                
Vardas6318          Pavarde6318         2.40                2.00                
Vardas9757          Pavarde9757         2.40                3.00                
Vardas6037          Pavarde6037         2.40                3.00                
Vardas790           Pavarde790          2.40                2.00                
Vardas4438          Pavarde4438         2.40                2.00                
Vardas1583          Pavarde1583         2.40                2.00                
Vardas5152          Pavarde5152         2.40                3.00                
Vardas7644          Pavarde7644         2.40                3.00                
Vardas4417          Pavarde4417         2.40                3.00                
Vardas9324          Pavarde9324         2.40                3.00                
Vardas9896          Pavarde9896         2.40                2.00                
Vardas2068          Pavarde2068         2.40                2.00                
Vardas5232          Pavarde5232         2.40                3.00                
Vardas162           Pavarde162          2.40                3.00                
Vardas2838          Pavarde2838         2.40                1.00                
Vardas857           Pavarde857          2.44                4.00                
Vardas4457          Pavarde4457         2.44                4.00                
Vardas6708          Pavarde6708         2.44                3.00                
Vardas5024          Pavarde5024         2.44                5.00                
Vardas674           Pavarde674          2.44                4.00                
Vardas9086          Pavarde9086         2.44                4.00                
Vardas2392          Pavarde2392         2.44                5.00                
Vardas4338          Pavarde4338         2.44                4.00                
Vardas1124          Pavarde1124         2.44                5.00                
Vardas7026          Pavarde7026         2.44                5.00                
Vardas5125          Pavarde5125         2.44                5.00                
Vardas1999          Pavarde1999         2.44                3.00                
Vardas1020          Pavarde1020         2.44                3.00                
Vardas8835          Pavarde8835         2.44                3.00                
Vardas8437          Pavarde8437         2.44                3.00                
Vardas2125          Pavarde2125         2.44                4.00                
Vardas6496          Pavarde6496         2.44                3.00                
Vardas8779          Pavarde8779         2.44                4.00                
Vardas1022          Pavarde1022         2.44                5.00                
Vardas4012          Pavarde4012         2.44                3.00                
Vardas2899          Pavarde2899         2.44                6.00                
Vardas592           Pavarde592          2.44                5.00                
Vardas2461          Pavarde2461         2.44                3.00                
Vardas6517          Pavarde6517         2.44                4.00                
Vardas2178          Pavarde2178         2.44                3.00                
Vardas6837          Pavarde6837         2.44                4.00                
Vardas4157          Pavarde4157         2.44                3.00                
Vardas3025          Pavarde3025         2.44                4.00                
Vardas6966          Pavarde6966         2.44                5.00                
Vardas3039          Pavarde3039         2.44                5.00                
Vardas3954          Pavarde3954         2.44                3.00                
Vardas743           Pavarde743          2.44                3.00                
Vardas3168          Pavarde3168         2.44                4.00                
Vardas4550          Pavarde4550         2.44                3.00                
Vardas1623          Pavarde1623         2.44                5.00                
Vardas2518          Pavarde2518         2.44                5.00                
Vardas2872          Pavarde2872         2.44                4.00                
Vardas3726          Pavarde3726         2.44                4.00                
Vardas6766          Pavarde6766         2.44                5.00                
Vardas4999          Pavarde4999         2.44                6.00                
Vardas4870          Pavarde4870         2.44                5.00                
Vardas3180          Pavarde3180         2.44                5.00                
Vardas5881          Pavarde5881         2.44                3.00                
Vardas537           Pavarde537          2.44                5.00                
Vardas1768          Pavarde1768         2.44                4.00                
Vardas7003          Pavarde7003         2.44                4.00                
Vardas2685          Pavarde2685         2.44                4.00                
Vardas7690          Pavarde7690         2.44                5.00                
Vardas4373          Pavarde4373         2.44                5.00                
Vardas6589          Pavarde6589         2.44                5.00                
Vardas8516          Pavarde8516         2.44                5.00                
Vardas3241          Pavarde3241         2.44                3.00                
Vardas3493          Pavarde3493         2.44                3.00                
Vardas3709          Pavarde3709         2.44                6.00                
Vardas71            Pavarde71           2.44                6.00                
Vardas9275          Pavarde9275         2.44                4.00                
Vardas2945          Pavarde2945         2.48                2.00                
Vardas9472          Pavarde9472         2.48                3.00                
Vardas3339          Pavarde3339         2.48                3.00                
Vardas9813          Pavarde9813         2.48                3.00                
Vardas6148          Pavarde6148         2.48                4.00                
Vardas7696          Pavarde7696         2.48                3.00                
Vardas1747          Pavarde1747         2.48                2.00                
Vardas118           Pavarde118          2.48                2.00                
Vardas5817          Pavarde5817         2.48                3.00                
Vardas4032          Pavarde4032         2.48                3.00                
Vardas2238          Pavarde2238         2.52                4.00                
Vardas1112          Pavarde1112         2.52                3.00                
Vardas6386          Pavarde6386         2.52                4.00                
Vardas5296          Pavarde5296         2.52                5.00                
Vardas8332          Pavarde8332         2.52                4.00                
Vardas1455          Pavarde1455         2.52                4.00                
Vardas1646          Pavarde1646         2.52                5.00                
Vardas7145          Pavarde7145         2.52                5.00                
Vardas5825          Pavarde5825         2.52                5.00                
Vardas6075          Pavarde6075         2.52                4.00                
Vardas2141          Pavarde2141         2.52                6.00                
Vardas238           Pavarde238          2.52                5.00                
Vardas8278          Pavarde8278         2.52                5.00                
Vardas3904          Pavarde3904         2.52                4.00                
Vardas5032          Pavarde5032         2.52                5.00                
Vardas7174          Pavarde7174         2.52                6.00                
Vardas3348          Pavarde3348         2.52                5.00                
Vardas2680          Pavarde2680         2.52                4.00                
Vardas8942          Pavarde8942         2.52                4.00                
Vardas1448          Pavarde1448         2.52                5.00                
Vardas9614          Pavarde9614         2.52                6.00                
Vardas5254          Pavarde5254         2.52                4.00                
Vardas9660          Pavarde9660         2.52                5.00                
Vardas9673          Pavarde9673         2.52                6.00                
Vardas7941          Pavarde7941         2.52                4.00                
Vardas8247          Pavarde8247         2.52                5.00                
Vardas8244          Pavarde8244         2.52                5.00                
Vardas643           Pavarde643          2.52                5.00                
Vardas7229          Pavarde7229         2.52                5.00                
Vardas7897          Pavarde7897         2.52                5.00                
Vardas9807          Pavarde9807         2.52                6.00                
Vardas7239          Pavarde7239         2.52                6.00                
Vardas7460          Pavarde7460         2.52                4.00                
Vardas1916          Pavarde1916         2.52                5.00                
Vardas5697          Pavarde5697         2.52                5.00                
Vardas4652          Pavarde4652         2.52                5.00                
Vardas5237          Pavarde5237         2.52                4.00                
Vardas7322          Pavarde7322         2.52                5.00                
Vardas2453          Pavarde2453         2.52                6.00                
Vardas6022          Pavarde6022         2.52                4.00                
Vardas7736          Pavarde7736         2.52                4.00                
Vardas2398          Pavarde2398         2.52                3.00                
Vardas4325          Pavarde4325         2.52                5.00                
Vardas7328          Pavarde7328         2.52                2.00                
Vardas8189          Pavarde8189         2.52                4.00                
Vardas8753          Pavarde8753         2.52                5.00                
Vardas8929          Pavarde8929         2.56                1.00                
Vardas8896          Pavarde8896         2.56                2.00                
Vardas3011          Pavarde3011         2.56                3.00                
Vardas2228          Pavarde2228         2.56                3.00                
Vardas4938          Pavarde4938         2.56                1.00                
Vardas4251          Pavarde4251         2.56                3.00                
Vardas7747          Pavarde7747         2.56                2.00                
Vardas2298          Pavarde2298         2.56                2.00                
Vardas911           Pavarde911          2.56                2.00                
Vardas3758          Pavarde3758         2.56                2.00                
Vardas6902          Pavarde6902         2.56                2.00                
Vardas7477          Pavarde7477         2.56                3.00                
Vardas6083          Pavarde6083         2.56                3.00                
Vardas2607          Pavarde2607         2.56                3.00                
Vardas3631          Pavarde3631         2.56                2.00                
Vardas1877          Pavarde1877         2.56                2.00                
Vardas7895          Pavarde7895         2.56                2.00                
Vardas6550          Pavarde6550         2.56                3.00                
Vardas1725          Pavarde1725         2.60                4.00                
Vardas5321          Pavarde5321         2.60                6.00                
Vardas5515          Pavarde5515         2.60                5.00                
Vardas3175          Pavarde3175         2.60                4.00                
Vardas1468          Pavarde1468         2.60                5.00                
Vardas9815          Pavarde9815         2.60                4.00                
Vardas3752          Pavarde3752         2.60                4.00                
Vardas3388          Pavarde3388         2.60                5.00                
Vardas3796          Pavarde3796         2.60                3.00                
Vardas9262          Pavarde9262         2.60                4.00                
Vardas2752          Pavarde2752         2.60                6.00                
Vardas1890          Pavarde1890         2.60                6.00                
Vardas2939          Pavarde2939         2.60                6.00                
Vardas2403          Pavarde2403         2.60                5.00                
Vardas5365          Pavarde5365         2.60                4.00                
Vardas6033          Pavarde6033         2.60                5.00                
Vardas6035          Pavarde6035         2.60                5.00                
Vardas1305          Pavarde1305         2.60                5.00                
Vardas7017          Pavarde7017         2.60                5.00                
Vardas6107          Pavarde6107         2.60                5.00                
Vardas1998          Pavarde1998         2.60                5.00                
Vardas3327          Pavarde3327         2.60                5.00                
Vardas112           Pavarde112          2.60                5.00                
Vardas2028          Pavarde2028         2.60                6.00                
Vardas1631          Pavarde1631         2.60                5.00                
Vardas4206          Pavarde4206         2.60                5.00                
Vardas5931          Pavarde5931         2.60                4.00                
Vardas8770          Pavarde8770         2.60                4.00                
Vardas3124          Pavarde3124         2.60                5.00                
Vardas8297          Pavarde8297         2.60                3.00                
Vardas8149          Pavarde8149         2.60                4.00                
Vardas2502          Pavarde2502         2.60                4.00                
Vardas496           Pavarde496          2.60                5.00                
Vardas5745          Pavarde5745         2.60                5.00                
Vardas8687          Pavarde8687         2.60                3.00                
Vardas7599          Pavarde7599         2.60                5.00                
Vardas6539          Pavarde6539         2.60                5.00                
Vardas3976          Pavarde3976         2.60                3.00                
Vardas3559          Pavarde3559         2.60                5.00                
Vardas573           Pavarde573          2.60                5.00                
Vardas9211          Pavarde9211         2.60                5.00                
Vardas4296          Pavarde4296         2.60                4.00                
Vardas2692          Pavarde2692         2.60                7.00                
Vardas6546          Pavarde6546         2.60                5.00                
Vardas2595          Pavarde2595         2.60                2.00                
Vardas2529          Pavarde2529         2.60                5.00                
Vardas8371          Pavarde8371         2.60                5.00                
Vardas9076          Pavarde9076         2.60                5.00                
Vardas4078          Pavarde4078         2.60                4.00                
Vardas3838          Pavarde3838         2.60                6.00                
Vardas172           Pavarde172          2.60                4.00                
Vardas2832          Pavarde2832         2.60                4.00                
Vardas9394          Pavarde9394         2.60                5.00                
Vardas9096          Pavarde9096         2.60                4.00                
Vardas9384          Pavarde9384         2.60                3.00                
Vardas3681          Pavarde3681         2.60                6.00                
Vardas5443          Pavarde5443         2.60                5.00                
Vardas1887          Pavarde1887         2.60                5.00                
Vardas5749          Pavarde5749         2.60                2.00                
Vardas168           Pavarde168          2.60                4.00                
Vardas5521          Pavarde5521         2.60                5.00                
Vardas6703          Pavarde6703         2.60                5.00                
Vardas6258          Pavarde6258         2.60                3.00                
Vardas1039          Pavarde1039         2.64                4.00                
Vardas4038          Pavarde4038         2.64                4.00                
Vardas513           Pavarde513          2.64                2.00                
Vardas610           Pavarde610          2.64                4.00                
Vardas7045          Pavarde7045         2.64                4.00                
Vardas9689          Pavarde9689         2.64                1.00                
Vardas1132          Pavarde1132         2.64                3.00                
Vardas9292          Pavarde9292         2.64                3.00                
Vardas9779          Pavarde9779         2.64                3.00                
Vardas5747          Pavarde5747         2.64                3.00                
Vardas3368          Pavarde3368         2.64                3.00                
Vardas1911          Pavarde1911         2.64                3.00                
Vardas5652          Pavarde5652         2.64                3.00                
Vardas9969          Pavarde9969         2.64                3.00                
Vardas6206          Pavarde6206         2.64                2.00                
Vardas2447          Pavarde2447         2.64                3.00                
Vardas9151          Pavarde9151         2.64                3.00                
Vardas9122          Pavarde9122         2.64                2.00                
Vardas1421          Pavarde1421         2.64                3.00                
Vardas4302          Pavarde4302         2.64                2.00                
Vardas2448          Pavarde2448         2.68                5.00                
Vardas152           Pavarde152          2.68                5.00                
Vardas8108          Pavarde8108         2.68                5.00                
Vardas4367          Pavarde4367         2.68                5.00                
Vardas9392          Pavarde9392         2.68                5.00                
Vardas302           Pavarde302          2.68                5.00                
Vardas512           Pavarde512          2.68                5.00                
Vardas561           Pavarde561          2.68                6.00                
Vardas9708          Pavarde9708         2.68                4.00                
Vardas9892          Pavarde9892         2.68                5.00                
Vardas1848          Pavarde1848         2.68                4.00                
Vardas5681          Pavarde5681         2.68                5.00                
Vardas1412          Pavarde1412         2.68                5.00                
Vardas5676          Pavarde5676         2.68                5.00                
Vardas3358          Pavarde3358         2.68                6.00                
Vardas5300          Pavarde5300         2.68                6.00                
Vardas9835          Pavarde9835         2.68                5.00                
Vardas526           Pavarde526          2.68                6.00                
Vardas2687          Pavarde2687         2.68                5.00                
Vardas7426          Pavarde7426         2.68                5.00                
Vardas7646          Pavarde7646         2.68                7.00                
Vardas6527          Pavarde6527         2.68                5.00                
Vardas1392          Pavarde1392         2.68                6.00                
Vardas1382          Pavarde1382         2.68                3.00                
Vardas7189          Pavarde7189         2.68                5.00                
Vardas4354          Pavarde4354         2.68                6.00                
Vardas5944          Pavarde5944         2.68                6.00                
Vardas5181          Pavarde5181         2.68                7.00                
Vardas6963          Pavarde6963         2.68                7.00                
Vardas9974          Pavarde9974         2.68                5.00                
Vardas3666          Pavarde3666         2.68                3.00                
Vardas5240          Pavarde5240         2.68                6.00                
Vardas1023          Pavarde1023         2.68                4.00                
Vardas6515          Pavarde6515         2.68                5.00                
Vardas8466          Pavarde8466         2.68                5.00                
Vardas2627          Pavarde2627         2.68                5.00                
Vardas5623          Pavarde5623         2.68                6.00                
Vardas847           Pavarde847          2.68                4.00                
Vardas4717          Pavarde4717         2.68                6.00                
Vardas2822          Pavarde2822         2.68                6.00                
Vardas6013          Pavarde6013         2.68                6.00                
Vardas7573          Pavarde7573         2.68                4.00                
Vardas6501          Pavarde6501         2.68                6.00                
Vardas8799          Pavarde8799         2.68                7.00                
Vardas2717          Pavarde2717         2.68                4.00                
Vardas3814          Pavarde3814         2.68                4.00                
Vardas1991          Pavarde1991         2.68                6.00                
Vardas4685          Pavarde4685         2.68                5.00                
Vardas6380          Pavarde6380         2.68                6.00                
Vardas6001          Pavarde6001         2.68                5.00                
Vardas6984          Pavarde6984         2.68                4.00                
Vardas6327          Pavarde6327         2.68                4.00                
Vardas3942          Pavarde3942         2.68                5.00                
Vardas5372          Pavarde5372         2.68                6.00                
Vardas4769          Pavarde4769         2.68                3.00                
Vardas4250          Pavarde4250         2.68                6.00                
Vardas8187          Pavarde8187         2.68                6.00                
Vardas6369          Pavarde6369         2.68                6.00                
Vardas6023          Pavarde6023         2.68                5.00                
Vardas4289          Pavarde4289         2.68                6.00                
Vardas2191          Pavarde2191         2.68                5.00                
Vardas8599          Pavarde8599         2.68                2.00                
Vardas3589          Pavarde3589         2.68                1.00                
Vardas8427          Pavarde8427         2.72                4.00                
Vardas5794          Pavarde5794         2.72                4.00                
Vardas2613          Pavarde2613         2.72                3.00                
Vardas8649          Pavarde8649         2.72                3.00                
Vardas6651          Pavarde6651         2.72                3.00                
Vardas5635          Pavarde5635         2.72                4.00                
Vardas7197          Pavarde7197         2.72                4.00                
Vardas9674          Pavarde9674         2.72                3.00                
Vardas1361          Pavarde1361         2.72                3.00                
Vardas2762          Pavarde2762         2.72                3.00                
Vardas4170          Pavarde4170         2.72                4.00                
Vardas8978          Pavarde8978         2.72                5.00                
Vardas9242          Pavarde9242         2.72                3.00                
Vardas551           Pavarde551          2.72                3.00                
Vardas7705          Pavarde7705         2.72                3.00                
Vardas4750          Pavarde4750         2.72                4.00                
Vardas2362          Pavarde2362         2.72                2.00                
Vardas2063          Pavarde2063         2.72                3.00                
Vardas3644          Pavarde3644         2.72                3.00                
Vardas7459          Pavarde7459         2.76                3.00                
Vardas3667          Pavarde3667         2.76                2.00                
Vardas5528          Pavarde5528         2.76                5.00                
Vardas1480          Pavarde1480         2.76                7.00                
Vardas4028          Pavarde4028         2.76                7.00                
Vardas2066          Pavarde2066         2.76                5.00                
Vardas6234          Pavarde6234         2.76                5.00                
Vardas2322          Pavarde2322         2.76                5.00                
Vardas2056          Pavarde2056         2.76                7.00                
Vardas4704          Pavarde4704         2.76                5.00                
Vardas5599          Pavarde5599         2.76                7.00                
Vardas1672          Pavarde1672         2.76                6.00                
Vardas4676          Pavarde4676         2.76                5.00                
Vardas1955          Pavarde1955         2.76                5.00                
Vardas5705          Pavarde5705         2.76                5.00                
Vardas4630          Pavarde4630         2.76                2.00                
Vardas4903          Pavarde4903         2.76                5.00                
