Vardas              Pavardess           Galutinis vidurkis  Galutine mediana    
Vardas935           Pavarde935          5.56                7.00                
Vardas332           Pavarde332          5.56                6.00                
Vardas265           Pavarde265          5.60                4.00                
Vardas797           Pavarde797          5.60                2.00                
Vardas726           Pavarde726          5.60                5.00                
Vardas853           Pavarde853          5.60                8.00                
Vardas438           Pavarde438          5.60                10.00               
Vardas917           Pavarde917          5.60                6.00                
Vardas151           Pavarde151          5.60                5.00                
Vardas301           Pavarde301          5.60                5.00                
Vardas713           Pavarde713          5.60                5.00                
Vardas344           Pavarde344          5.64                8.00                
Vardas65            Pavarde65           5.64                3.00                
Vardas439           Pavarde439          5.64                8.00                
Vardas552           Pavarde552          5.64                7.00                
Vardas964           Pavarde964          5.64                4.00                
Vardas896           Pavarde896          5.64                8.00                
Vardas921           Pavarde921          5.64                6.00                
Vardas46            Pavarde46           5.68                5.00                
Vardas79            Pavarde79           5.68                5.00                
Vardas412           Pavarde412          5.68                4.00                
Vardas471           Pavarde471          5.68                4.00                
Vardas524           Pavarde524          5.68                5.00                
Vardas365           Pavarde365          5.68                5.00                
Vardas863           Pavarde863          5.68                5.00                
Vardas252           Pavarde252          5.68                5.00                
Vardas847           Pavarde847          5.68                2.00                
Vardas698           Pavarde698          5.68                5.00                
Vardas222           Pavarde222          5.68                5.00                
Vardas472           Pavarde472          5.68                5.00                
Vardas28            Pavarde28           5.72                3.00                
Vardas371           Pavarde371          5.72                9.00                
Vardas210           Pavarde210          5.72                7.00                
Vardas826           Pavarde826          5.72                7.00                
Vardas260           Pavarde260          5.72                6.00                
Vardas444           Pavarde444          5.76                6.00                
Vardas644           Pavarde644          5.76                5.00                
Vardas128           Pavarde128          5.76                6.00                
Vardas811           Pavarde811          5.76                7.00                
Vardas892           Pavarde892          5.76                7.00                
Vardas624           Pavarde624          5.76                7.00                
Vardas361           Pavarde361          5.76                6.00                
Vardas603           Pavarde603          5.80                4.00                
Vardas820           Pavarde820          5.80                8.00                
Vardas770           Pavarde770          5.80                3.00                
Vardas194           Pavarde194          5.80                8.00                
Vardas658           Pavarde658          5.80                4.00                
Vardas680           Pavarde680          5.80                4.00                
Vardas901           Pavarde901          5.80                2.00                
Vardas271           Pavarde271          5.80                2.00                
Vardas449           Pavarde449          5.80                4.00                
Vardas242           Pavarde242          5.84                7.00                
Vardas759           Pavarde759          5.84                6.00                
Vardas755           Pavarde755          5.84                5.00                
Vardas39            Pavarde39           5.84                6.00                
Vardas893           Pavarde893          5.84                7.00                
Vardas100           Pavarde100          5.84                4.00                
Vardas253           Pavarde253          5.84                6.00                
Vardas404           Pavarde404          5.84                5.00                
Vardas293           Pavarde293          5.84                7.00                
Vardas563           Pavarde563          5.84                5.00                
Vardas411           Pavarde411          5.88                7.00                
Vardas305           Pavarde305          5.88                8.00                
Vardas681           Pavarde681          5.88                3.00                
Vardas477           Pavarde477          5.88                7.00                
Vardas321           Pavarde321          5.88                7.00                
Vardas612           Pavarde612          5.88                4.00                
Vardas801           Pavarde801          5.88                3.00                
Vardas574           Pavarde574          5.88                7.00                
Vardas966           Pavarde966          5.88                4.00                
Vardas609           Pavarde609          5.88                9.00                
Vardas774           Pavarde774          5.92                7.00                
Vardas744           Pavarde744          5.92                6.00                
Vardas419           Pavarde419          5.92                6.00                
Vardas229           Pavarde229          5.96                8.00                
Vardas931           Pavarde931          5.96                4.00                
Vardas717           Pavarde717          5.96                3.00                
Vardas407           Pavarde407          5.96                2.00                
Vardas402           Pavarde402          5.96                5.00                
Vardas181           Pavarde181          6.00                8.00                
Vardas7             Pavarde7            6.00                6.00                
Vardas478           Pavarde478          6.00                5.00                
Vardas771           Pavarde771          6.00                7.00                
Vardas160           Pavarde160          6.00                6.00                
Vardas653           Pavarde653          6.00                4.00                
Vardas838           Pavarde838          6.00                4.00                
Vardas898           Pavarde898          6.00                2.00                
Vardas697           Pavarde697          6.04                9.00                
Vardas633           Pavarde633          6.04                4.00                
Vardas861           Pavarde861          6.04                5.00                
Vardas191           Pavarde191          6.04                8.00                
Vardas914           Pavarde914          6.04                8.00                
Vardas716           Pavarde716          6.04                5.00                
Vardas378           Pavarde378          6.04                5.00                
Vardas708           Pavarde708          6.08                6.00                
Vardas760           Pavarde760          6.08                7.00                
Vardas833           Pavarde833          6.08                5.00                
Vardas282           Pavarde282          6.08                4.00                
Vardas304           Pavarde304          6.08                9.00                
Vardas887           Pavarde887          6.08                6.00                
Vardas643           Pavarde643          6.08                7.00                
Vardas815           Pavarde815          6.08                5.00                
Vardas270           Pavarde270          6.08                1.00                
Vardas728           Pavarde728          6.12                4.00                
Vardas307           Pavarde307          6.12                5.00                
Vardas296           Pavarde296          6.12                4.00                
Vardas527           Pavarde527          6.12                4.00                
Vardas306           Pavarde306          6.12                5.00                
Vardas819           Pavarde819          6.12                4.00                
Vardas778           Pavarde778          6.12                7.00                
Vardas851           Pavarde851          6.16                6.00                
Vardas60            Pavarde60           6.16                6.00                
Vardas201           Pavarde201          6.16                5.00                
Vardas791           Pavarde791          6.16                6.00                
Vardas908           Pavarde908          6.16                8.00                
Vardas130           Pavarde130          6.16                7.00                
Vardas117           Pavarde117          6.16                3.00                
Vardas240           Pavarde240          6.16                2.00                
Vardas967           Pavarde967          6.16                5.00                
Vardas813           Pavarde813          6.20                4.00                
Vardas654           Pavarde654          6.20                6.00                
Vardas47            Pavarde47           6.20                5.00                
Vardas941           Pavarde941          6.20                5.00                
Vardas538           Pavarde538          6.20                4.00                
Vardas809           Pavarde809          6.20                2.00                
Vardas505           Pavarde505          6.20                4.00                
Vardas140           Pavarde140          6.20                8.00                
Vardas868           Pavarde868          6.24                9.00                
Vardas904           Pavarde904          6.24                3.00                
Vardas435           Pavarde435          6.24                6.00                
Vardas503           Pavarde503          6.24                8.00                
Vardas878           Pavarde878          6.24                8.00                
Vardas188           Pavarde188          6.24                4.00                
Vardas834           Pavarde834          6.24                8.00                
Vardas655           Pavarde655          6.24                7.00                
Vardas883           Pavarde883          6.24                6.00                
Vardas212           Pavarde212          6.28                4.00                
Vardas769           Pavarde769          6.28                6.00                
Vardas92            Pavarde92           6.28                4.00                
Vardas329           Pavarde329          6.28                4.00                
Vardas372           Pavarde372          6.32                7.00                
Vardas244           Pavarde244          6.32                1.00                
Vardas195           Pavarde195          6.32                7.00                
Vardas183           Pavarde183          6.32                2.00                
Vardas663           Pavarde663          6.32                7.00                
Vardas953           Pavarde953          6.32                2.00                
Vardas1000          Pavarde1000         6.32                7.00                
Vardas903           Pavarde903          6.36                5.00                
Vardas849           Pavarde849          6.36                5.00                
Vardas216           Pavarde216          6.36                5.00                
Vardas647           Pavarde647          6.36                9.00                
Vardas120           Pavarde120          6.36                6.00                
Vardas161           Pavarde161          6.36                5.00                
Vardas137           Pavarde137          6.36                5.00                
Vardas311           Pavarde311          6.36                6.00                
Vardas650           Pavarde650          6.36                6.00                
Vardas70            Pavarde70           6.40                4.00                
Vardas678           Pavarde678          6.40                8.00                
Vardas248           Pavarde248          6.40                3.00                
Vardas184           Pavarde184          6.40                8.00                
Vardas104           Pavarde104          6.40                5.00                
Vardas559           Pavarde559          6.40                7.00                
Vardas571           Pavarde571          6.40                6.00                
Vardas31            Pavarde31           6.40                3.00                
Vardas147           Pavarde147          6.44                6.00                
Vardas492           Pavarde492          6.44                6.00                
Vardas570           Pavarde570          6.44                4.00                
Vardas281           Pavarde281          6.44                5.00                
Vardas501           Pavarde501          6.44                9.00                
Vardas605           Pavarde605          6.48                5.00                
Vardas487           Pavarde487          6.48                7.00                
Vardas951           Pavarde951          6.48                7.00                
Vardas134           Pavarde134          6.52                7.00                
Vardas108           Pavarde108          6.52                2.00                
Vardas986           Pavarde986          6.52                5.00                
Vardas640           Pavarde640          6.52                5.00                
Vardas829           Pavarde829          6.52                5.00                
Vardas532           Pavarde532          6.52                7.00                
Vardas960           Pavarde960          6.56                7.00                
Vardas550           Pavarde550          6.56                4.00                
Vardas323           Pavarde323          6.56                8.00                
Vardas977           Pavarde977          6.56                4.00                
Vardas510           Pavarde510          6.60                6.00                
Vardas692           Pavarde692          6.60                5.00                
Vardas576           Pavarde576          6.60                1.00                
Vardas395           Pavarde395          6.64                5.00                
Vardas537           Pavarde537          6.64                4.00                
Vardas882           Pavarde882          6.64                9.00                
Vardas152           Pavarde152          6.64                5.00                
Vardas169           Pavarde169          6.64                5.00                
Vardas115           Pavarde115          6.64                8.00                
Vardas246           Pavarde246          6.64                4.00                
Vardas634           Pavarde634          6.64                4.00                
Vardas569           Pavarde569          6.64                3.00                
Vardas405           Pavarde405          6.64                3.00                
Vardas764           Pavarde764          6.68                8.00                
Vardas582           Pavarde582          6.68                7.00                
Vardas256           Pavarde256          6.68                7.00                
Vardas835           Pavarde835          6.68                7.00                
Vardas846           Pavarde846          6.68                6.00                
Vardas5             Pavarde5            6.68                7.00                
Vardas533           Pavarde533          6.72                4.00                
Vardas730           Pavarde730          6.72                4.00                
Vardas978           Pavarde978          6.72                3.00                
Vardas431           Pavarde431          6.72                5.00                
Vardas459           Pavarde459          6.72                4.00                
Vardas68            Pavarde68           6.72                6.00                
Vardas376           Pavarde376          6.72                8.00                
Vardas223           Pavarde223          6.72                5.00                
Vardas493           Pavarde493          6.76                6.00                
Vardas53            Pavarde53           6.76                7.00                
Vardas124           Pavarde124          6.76                6.00                
Vardas264           Pavarde264          6.76                3.00                
Vardas463           Pavarde463          6.76                3.00                
Vardas245           Pavarde245          6.76                6.00                
Vardas386           Pavarde386          6.76                7.00                
Vardas881           Pavarde881          6.76                8.00                
Vardas141           Pavarde141          6.76                5.00                
Vardas1             Pavarde1            6.80                4.00                
Vardas10            Pavarde10           6.80                6.00                
Vardas500           Pavarde500          6.80                5.00                
Vardas214           Pavarde214          6.84                5.00                
Vardas127           Pavarde127          6.84                7.00                
Vardas393           Pavarde393          6.84                3.00                
Vardas354           Pavarde354          6.84                8.00                
Vardas614           Pavarde614          6.88                5.00                
Vardas165           Pavarde165          6.88                4.00                
Vardas75            Pavarde75           6.88                5.00                
Vardas969           Pavarde969          6.88                6.00                
Vardas872           Pavarde872          6.88                5.00                
Vardas604           Pavarde604          6.88                5.00                
Vardas671           Pavarde671          6.88                5.00                
Vardas447           Pavarde447          6.88                6.00                
Vardas337           Pavarde337          6.88                4.00                
Vardas718           Pavarde718          6.88                6.00                
Vardas648           Pavarde648          6.88                6.00                
Vardas356           Pavarde356          6.88                6.00                
Vardas496           Pavarde496          6.92                7.00                
Vardas572           Pavarde572          6.92                7.00                
Vardas102           Pavarde102          6.92                9.00                
Vardas309           Pavarde309          6.92                2.00                
Vardas118           Pavarde118          6.92                2.00                
Vardas762           Pavarde762          6.92                4.00                
Vardas54            Pavarde54           6.92                3.00                
Vardas839           Pavarde839          6.92                7.00                
Vardas991           Pavarde991          6.92                6.00                
Vardas171           Pavarde171          6.96                5.00                
Vardas864           Pavarde864          6.96                5.00                
Vardas899           Pavarde899          6.96                6.00                
Vardas234           Pavarde234          6.96                6.00                
Vardas162           Pavarde162          6.96                1.00                
Vardas806           Pavarde806          6.96                5.00                
Vardas414           Pavarde414          6.96                5.00                
Vardas21            Pavarde21           6.96                4.00                
Vardas317           Pavarde317          6.96                9.00                
Vardas233           Pavarde233          6.96                5.00                
Vardas76            Pavarde76           6.96                7.00                
Vardas544           Pavarde544          6.96                9.00                
Vardas837           Pavarde837          7.00                7.00                
Vardas751           Pavarde751          7.00                3.00                
Vardas758           Pavarde758          7.00                3.00                
Vardas77            Pavarde77           7.00                9.00                
Vardas384           Pavarde384          7.00                7.00                
Vardas139           Pavarde139          7.00                7.00                
Vardas665           Pavarde665          7.04                6.00                
Vardas911           Pavarde911          7.04                4.00                
Vardas312           Pavarde312          7.04                5.00                
Vardas83            Pavarde83           7.04                6.00                
Vardas884           Pavarde884          7.04                6.00                
Vardas50            Pavarde50           7.08                5.00                
Vardas976           Pavarde976          7.08                4.00                
Vardas247           Pavarde247          7.08                3.00                
Vardas401           Pavarde401          7.08                2.00                
Vardas422           Pavarde422          7.08                3.00                
Vardas294           Pavarde294          7.08                6.00                
Vardas594           Pavarde594          7.12                8.00                
Vardas720           Pavarde720          7.12                8.00                
Vardas805           Pavarde805          7.12                5.00                
Vardas691           Pavarde691          7.12                9.00                
Vardas197           Pavarde197          7.12                7.00                
Vardas841           Pavarde841          7.16                9.00                
Vardas291           Pavarde291          7.16                8.00                
Vardas243           Pavarde243          7.16                5.00                
Vardas298           Pavarde298          7.16                4.00                
Vardas328           Pavarde328          7.16                8.00                
Vardas288           Pavarde288          7.16                5.00                
Vardas578           Pavarde578          7.16                7.00                
Vardas9             Pavarde9            7.16                4.00                
Vardas436           Pavarde436          7.16                4.00                
Vardas613           Pavarde613          7.16                5.00                
Vardas285           Pavarde285          7.20                7.00                
Vardas753           Pavarde753          7.20                7.00                
Vardas61            Pavarde61           7.20                6.00                
Vardas859           Pavarde859          7.24                6.00                
Vardas686           Pavarde686          7.24                5.00                
Vardas385           Pavarde385          7.24                4.00                
Vardas87            Pavarde87           7.24                4.00                
Vardas870           Pavarde870          7.24                6.00                
Vardas135           Pavarde135          7.28                8.00                
Vardas889           Pavarde889          7.28                6.00                
Vardas196           Pavarde196          7.28                7.00                
Vardas592           Pavarde592          7.28                2.00                
Vardas999           Pavarde999          7.32                3.00                
Vardas464           Pavarde464          7.32                9.00                
Vardas651           Pavarde651          7.32                5.00                
Vardas702           Pavarde702          7.32                6.00                
Vardas455           Pavarde455          7.32                4.00                
Vardas950           Pavarde950          7.32                6.00                
Vardas432           Pavarde432          7.32                3.00                
Vardas607           Pavarde607          7.32                8.00                
Vardas719           Pavarde719          7.32                7.00                
Vardas41            Pavarde41           7.36                2.00                
Vardas95            Pavarde95           7.36                8.00                
Vardas206           Pavarde206          7.36                7.00                
Vardas125           Pavarde125          7.36                7.00                
Vardas457           Pavarde457          7.36                5.00                
Vardas375           Pavarde375          7.36                7.00                
Vardas696           Pavarde696          7.36                7.00                
Vardas441           Pavarde441          7.36                8.00                
Vardas64            Pavarde64           7.40                6.00                
Vardas595           Pavarde595          7.40                5.00                
Vardas126           Pavarde126          7.40                5.00                
Vardas979           Pavarde979          7.40                6.00                
Vardas446           Pavarde446          7.40                5.00                
Vardas368           Pavarde368          7.40                10.00               
Vardas113           Pavarde113          7.40                4.00                
Vardas509           Pavarde509          7.40                4.00                
Vardas913           Pavarde913          7.40                5.00                
Vardas970           Pavarde970          7.40                4.00                
Vardas289           Pavarde289          7.44                4.00                
Vardas912           Pavarde912          7.44                2.00                
Vardas150           Pavarde150          7.44                6.00                
Vardas143           Pavarde143          7.44                7.00                
Vardas205           Pavarde205          7.44                8.00                
Vardas13            Pavarde13           7.44                6.00                
Vardas484           Pavarde484          7.44                7.00                
Vardas645           Pavarde645          7.48                7.00                
Vardas178           Pavarde178          7.48                5.00                
Vardas153           Pavarde153          7.48                6.00                
Vardas257           Pavarde257          7.48                5.00                
Vardas657           Pavarde657          7.52                9.00                
Vardas129           Pavarde129          7.52                9.00                
Vardas738           Pavarde738          7.52                4.00                
Vardas596           Pavarde596          7.52                7.00                
Vardas262           Pavarde262          7.56                9.00                
Vardas560           Pavarde560          7.56                8.00                
Vardas434           Pavarde434          7.56                4.00                
Vardas606           Pavarde606          7.56                7.00                
Vardas927           Pavarde927          7.56                6.00                
Vardas880           Pavarde880          7.56                4.00                
Vardas962           Pavarde962          7.56                5.00                
Vardas8             Pavarde8            7.56                6.00                
Vardas866           Pavarde866          7.56                4.00                
Vardas814           Pavarde814          7.56                4.00                
Vardas389           Pavarde389          7.60                5.00                
Vardas352           Pavarde352          7.60                4.00                
Vardas557           Pavarde557          7.60                4.00                
Vardas792           Pavarde792          7.60                8.00                
Vardas794           Pavarde794          7.60                8.00                
Vardas238           Pavarde238          7.60                4.00                
Vardas875           Pavarde875          7.60                3.00                
Vardas959           Pavarde959          7.60                7.00                
Vardas523           Pavarde523          7.64                10.00               
Vardas694           Pavarde694          7.64                6.00                
Vardas821           Pavarde821          7.64                6.00                
Vardas220           Pavarde220          7.64                5.00                
Vardas542           Pavarde542          7.64                5.00                
Vardas351           Pavarde351          7.64                9.00                
Vardas687           Pavarde687          7.68                9.00                
Vardas885           Pavarde885          7.68                9.00                
Vardas929           Pavarde929          7.68                7.00                
Vardas916           Pavarde916          7.68                3.00                
Vardas255           Pavarde255          7.68                4.00                
Vardas107           Pavarde107          7.68                8.00                
Vardas373           Pavarde373          7.68                4.00                
Vardas469           Pavarde469          7.68                4.00                
Vardas741           Pavarde741          7.72                7.00                
Vardas494           Pavarde494          7.72                7.00                
Vardas622           Pavarde622          7.72                7.00                
Vardas63            Pavarde63           7.72                5.00                
Vardas59            Pavarde59           7.72                6.00                
Vardas98            Pavarde98           7.72                6.00                
Vardas343           Pavarde343          7.72                6.00                
Vardas316           Pavarde316          7.72                5.00                
Vardas111           Pavarde111          7.72                9.00                
Vardas476           Pavarde476          7.72                7.00                
Vardas513           Pavarde513          7.72                6.00                
Vardas608           Pavarde608          7.76                5.00                
Vardas506           Pavarde506          7.76                5.00                
Vardas803           Pavarde803          7.76                10.00               
Vardas364           Pavarde364          7.76                5.00                
Vardas855           Pavarde855          7.76                3.00                
Vardas409           Pavarde409          7.76                4.00                
Vardas35            Pavarde35           7.80                5.00                
Vardas482           Pavarde482          7.84                6.00                
Vardas144           Pavarde144          7.84                3.00                
Vardas860           Pavarde860          7.84                5.00                
Vardas599           Pavarde599          7.84                4.00                
Vardas782           Pavarde782          7.84                4.00                
Vardas163           Pavarde163          7.84                7.00                
Vardas737           Pavarde737          7.84                7.00                
Vardas795           Pavarde795          7.88                8.00                
Vardas425           Pavarde425          7.88                6.00                
Vardas74            Pavarde74           7.88                6.00                
Vardas330           Pavarde330          7.88                5.00                
Vardas15            Pavarde15           7.88                5.00                
Vardas808           Pavarde808          7.88                6.00                
Vardas490           Pavarde490          7.92                4.00                
Vardas891           Pavarde891          7.92                10.00               
Vardas11            Pavarde11           7.92                4.00                
Vardas259           Pavarde259          7.92                9.00                
Vardas984           Pavarde984          7.92                6.00                
Vardas672           Pavarde672          7.96                6.00                
Vardas346           Pavarde346          7.96                7.00                
Vardas836           Pavarde836          7.96                6.00                
Vardas81            Pavarde81           7.96                7.00                
Vardas462           Pavarde462          7.96                7.00                
Vardas740           Pavarde740          7.96                8.00                
Vardas176           Pavarde176          7.96                8.00                
Vardas235           Pavarde235          8.00                5.00                
Vardas910           Pavarde910          8.00                6.00                
Vardas907           Pavarde907          8.00                5.00                
Vardas190           Pavarde190          8.00                5.00                
Vardas272           Pavarde272          8.00                6.00                
Vardas136           Pavarde136          8.00                4.00                
Vardas516           Pavarde516          8.00                7.00                
Vardas263           Pavarde263          8.00                7.00                
Vardas715           Pavarde715          8.04                5.00                
Vardas287           Pavarde287          8.04                8.00                
Vardas43            Pavarde43           8.04                6.00                
Vardas638           Pavarde638          8.04                9.00                
Vardas992           Pavarde992          8.04                7.00                
Vardas850           Pavarde850          8.08                6.00                
Vardas858           Pavarde858          8.08                3.00                
Vardas62            Pavarde62           8.08                7.00                
Vardas946           Pavarde946          8.08                5.00                
Vardas456           Pavarde456          8.08                7.00                
Vardas926           Pavarde926          8.08                5.00                
Vardas185           Pavarde185          8.12                8.00                
Vardas822           Pavarde822          8.16                6.00                
Vardas390           Pavarde390          8.16                6.00                
Vardas82            Pavarde82           8.16                6.00                
Vardas616           Pavarde616          8.16                5.00                
Vardas213           Pavarde213          8.16                5.00                
Vardas575           Pavarde575          8.20                8.00                
Vardas380           Pavarde380          8.20                7.00                
Vardas348           Pavarde348          8.20                8.00                
Vardas722           Pavarde722          8.20                7.00                
Vardas208           Pavarde208          8.20                8.00                
Vardas989           Pavarde989          8.24                5.00                
Vardas19            Pavarde19           8.24                8.00                
Vardas597           Pavarde597          8.24                5.00                
Vardas593           Pavarde593          8.24                6.00                
Vardas6             Pavarde6            8.24                7.00                
Vardas786           Pavarde786          8.24                5.00                
Vardas684           Pavarde684          8.24                5.00                
Vardas530           Pavarde530          8.24                7.00                
Vardas2             Pavarde2            8.28                8.00                
Vardas736           Pavarde736          8.28                8.00                
Vardas424           Pavarde424          8.28                9.00                
Vardas940           Pavarde940          8.28                7.00                
Vardas938           Pavarde938          8.28                6.00                
Vardas626           Pavarde626          8.32                6.00                
Vardas734           Pavarde734          8.32                6.00                
Vardas745           Pavarde745          8.32                6.00                
Vardas300           Pavarde300          8.32                5.00                
Vardas784           Pavarde784          8.32                5.00                
Vardas750           Pavarde750          8.32                9.00                
Vardas779           Pavarde779          8.32                7.00                
Vardas773           Pavarde773          8.32                4.00                
Vardas121           Pavarde121          8.36                7.00                
Vardas355           Pavarde355          8.40                7.00                
Vardas154           Pavarde154          8.40                7.00                
Vardas642           Pavarde642          8.40                6.00                
Vardas591           Pavarde591          8.40                7.00                
Vardas420           Pavarde420          8.40                6.00                
Vardas324           Pavarde324          8.44                9.00                
Vardas629           Pavarde629          8.48                6.00                
Vardas284           Pavarde284          8.48                6.00                
Vardas397           Pavarde397          8.48                6.00                
Vardas158           Pavarde158          8.48                6.00                
Vardas623           Pavarde623          8.52                8.00                
Vardas14            Pavarde14           8.52                9.00                
Vardas754           Pavarde754          8.56                7.00                
Vardas275           Pavarde275          8.56                6.00                
Vardas57            Pavarde57           8.56                6.00                
Vardas22            Pavarde22           8.56                7.00                
Vardas299           Pavarde299          8.56                8.00                
Vardas688           Pavarde688          8.56                6.00                
Vardas825           Pavarde825          8.56                7.00                
Vardas105           Pavarde105          8.56                10.00               
Vardas250           Pavarde250          8.64                6.00                
Vardas392           Pavarde392          8.64                8.00                
Vardas600           Pavarde600          8.64                7.00                
Vardas529           Pavarde529          8.64                8.00                
Vardas313           Pavarde313          8.68                9.00                
Vardas955           Pavarde955          8.68                9.00                
Vardas174           Pavarde174          8.68                9.00                
Vardas618           Pavarde618          8.72                6.00                
Vardas86            Pavarde86           8.72                8.00                
Vardas652           Pavarde652          8.72                7.00                
Vardas971           Pavarde971          8.72                7.00                
Vardas925           Pavarde925          8.80                8.00                
Vardas729           Pavarde729          8.80                7.00                
Vardas817           Pavarde817          8.80                8.00                
Vardas29            Pavarde29           8.84                9.00                
Vardas33            Pavarde33           8.88                9.00                
Vardas580           Pavarde580          9.04                8.00                
Vardas930           Pavarde930          9.04                7.00                
Vardas274           Pavarde274          9.04                10.00               
Vardas394           Pavarde394          9.20                9.00                
Vardas122           Pavarde122          9.20                8.00                
Vardas628           Pavarde628          9.36                8.00                
Vardas485           Pavarde485          9.52                9.00                
